,id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id,weight_kg,weight_class
6953,2016-P,832,749.8501255835349,"Puchner, Thomas",Langenlois,Lower Austria,Austria,Austrian Weigh-off,1159 Puchner,,335.0968859418541,771.0114800958631,0.0,Big Max,1,340.12601816368675,medium
6954,2015-P,1210,469.89076810364514,"Marshall, Dale",Taylorsville,Utah,United States,Thanksgiving Point,1025 Black '13,Self,248.6470356,436.51550895046586,11.933185290080951,Champion,1,213.1386932856686,light
6955,2017-P,902,670.1026734868408,"Stromback, Randy",Mulino,Oregon,United States,Terminator,1844.5 Holub*,Open,325.4573985622097,659.3387533,0.0,Cinderella,1,303.95321187224306,medium
6956,2015-P,34,1813.968612074609,"Martin, Margaret & Glen",Ashland,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1821.5 Checkon,Self,438.4512813084445,1650.310470036704,4.876450687,Dill's Atlantic,1,822.801650688146,heavy
6957,2019-P,1631,94.63984870302906,"Box, Andy",,Colorado,United States,Fort Collins Nursery Weigh-off,,,158.12441667435158,88.83280420739092,2.982365522709584,Dill's Atlantic,1,42.92787825290436,light
6958,2021-P,EXH,895.1995626297837,"Sperry, Steve",Flartrock,Michigan,United States,Dundees Pumpkin Palooza,1533 Harnica,1941 Sperry,356.34407200770323,883.2102585043853,0.0,Big Moose,1,406.05536001236885,medium
6959,2018-P,152,1637.8215913053468,"Stampfl, Sandra",Scotia,New York,United States,Ridgefield Weigh-off,2363 Holland '17,1512 Cotterman '17,407.0524730824698,1333.1239955239655,9.905551970798696,Howden,1,742.9027712433749,heavy
6960,2019-P,1248,393.1019589115114,"Pelletier, James",El Dorado,California,United States,Smith Farms Giant Pumpkin Weigh-off,,,209.2389164696152,209.25601491958747,75.50211642538534,Howden,1,178.30790374659028,light
6961,2015-P,279,1372.3990146942324,"Chalmers, Michael",Clearbrook,Minnesota,United States,Nekoosa Giant Pumpkin Fest,1317 Clementz,1870 Lieber,421.0270236362835,1501.3754217492765,0.0,Blue Hubbard,1,622.5092138731862,heavy
6963,2018-P,873,694.3466585482855,"Runkle, Carl",Fort Wayne,Indiana,United States,Wassons Nursery Weigh-off,843 Klinker 2017,1247 Hodge,283.39487366855155,629.4710343317164,20.41756999754869,Big Max,1,314.95008954423395,medium
6965,2020-P,285,1316.3535689767489,"VanHoutte, Don",Waunakee,Wisconsin,United States,River Prairie Ginormous Pumpkin Festival,1938 Sperry,Self,387.8520594287057,1294.9930896188448,0.0,Autumn Gold,1,597.0874480593014,heavy
6967,2015-P,457,1021.6564337953162,"Ceja, Jose",Prestonburg,Kentucky,United States,Roberts Family Farms,1719.5 Daletas,1676.5 Daletas,362.4090008140118,970.6492767622268,7.932369369696826,Prizewinner,1,463.41518511808505,heavy
6969,2015-P,464,1174.055114903719,"Shenfish, Gary",Hillsboro,New Hampshire,United States,Rochester Fair,1900 Watson,2008 Neptune,400.7391774569092,1268.293248954216,0.0,Champion,1,532.5420076794077,heavy
6970,2017-P,152,1309.7172933786046,"Pettit, Bill",Kawkawlin,Michigan,United States,Barnesville Pumpkin Festival,2009 Wallace,,372.3216982075824,1360.1706228588223,0.0,Big Moose,1,594.077286538188,heavy
6971,2016-P,224,1388.2327254210545,"Helsel, Ryan",Lester Prairie,Minnesota,United States,Gale Woods Farm Weigh-off,1710 stevens/hopkins,1710 Stevens/hopkins,387.1860457281346,,10.236901041375573,Howden,1,629.6912583891869,heavy
6972,2014-P,1483,259.27581359867526,"Czako, Craig",Canton,South Dakota,United States,Southeast South Dakota Weigh-off,New Holland,,219.29711817639205,266.8044750273248,0.0,Connecticut Field,1,117.60543484185031,light
6974,2014-P,256,1290.8210975315285,"Althoff, Dana",rocky mount,North Carolina,United States,Farm Yall Festival,1789 sib,1789 sib,389.9782466594166,1274.8750295738098,2.939965570092153,Wolf,1,585.5061232715211,heavy
6976,2016-P,557,1041.3657170369916,"Leitch, Doug",Higganum,Connecticut,United States,Woodstock Fair,,self,350.31707675212857,941.0810533189272,11.004784401341256,Big Max,1,472.3551583222431,heavy
6977,2021-P,191,1446.312120847795,"Geiger, Tim",Plymouth,Massachusetts,United States,SNGPG Frerichs Farm Weigh-off,2226.7 Boonen,2003 Haist,405.0168435293397,1388.1095240833706,4.919756490076074,Autumn Gold,1,656.0356075195931,heavy
6978,2021-P,598,922.9891454623448,"Gifford, Zoey",Santa Rosa,California,United States,Safeway World Championship Pumpkin Weigh-Off,2551.9 Mendi,Self,354.97848741573245,,0.0,Wolf,1,418.6604924685559,medium
6979,2017-P,946,594.1206536110147,"Pasmooji, Eveliena",Timnath,Colorado,United States,Jareds Giant Pumpkin Weigh-off and Festival,2145 McMullen,,300.3785764533218,626.6818548108112,0.0,Jack O'Lantern,1,269.4883755127274,medium
6980,2019-P,397,1122.729884658106,"Adkins, Jesse",Richmond,Minnesota,United States,Stillwater Harvestfest,,,368.8673240840157,993.2503966354682,,Wolf,1,509.2612938418396,heavy
6981,2020-P,EXH,1021.1735750179888,"Griffin, Tanner",Fond du Lac,Wisconsin,United States,Mishicot Pumpkin Fest,"1,862 Sippel",1501 Vander Weilen,354.2722489813259,1021.2509376583444,4.941994538356075,Big Moose,1,463.19616423955955,heavy
6982,2019-P,529,962.6129495124844,"Hoefler, Norbert",Riederberg,Lower Austria,Austria,Gartenbauschule Langenlois,1527 Melka,1527 Melka,353.5983524500858,954.6070593244862,1.9615181003642956,Big Moose,1,436.6335329952668,medium
6983,2015-P,1727,111.44536198368796,"Ciliberto, Tony",Floris,Iowa,United States,Ryan Norlin Giant Pumpkin Weigh-off,,,0.0,0.0,0.0,Cinderella,1,50.55072463290499,light
6984,2013-P,739,659.5972545065497,"Scherber, Joe",Auburn,Washington,United States,Washington State Fair,1684.5 Delaney,1799.5 Daletas,325.2286972980106,693.4922145189895,0.0,Cinderella,1,299.1880378661349,medium
6985,2015-P,326,1209.942372395809,"Seamons, Jim",Summerfield,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1821 Checkon,,380.3683110526886,1219.494946637278,3.962996328,Autumn Gold,1,548.8201805797597,heavy
6986,2013-P,475,838.6670414,"Flint, Brock",Burlington,Vermont,United States,Vermont Growers Weigh-off,1381 Checkon,1286 Daletas,,847.9262821167958,1.9969343579609495,Rouge Vif d’Etampes,1,380.41266064270883,medium
6987,2016-P,557,1071.7896792377169,"Bradley, David",Little Valley,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,Miller 1409,,367.58445387190295,988.5163283493438,5.803194156866862,Champion,1,486.15522418479446,heavy
6988,2018-P,EXH,901.0323359245582,"Hoffman, Ron",Westford,Massachusetts,United States,Damariscotta Pumpkinfest and Regatta Weigh-off,,,0.0,,0.0,Blue Hubbard,1,408.7010593166922,medium
6990,2020-P,274,1300.106030668193,"Archetti, Paolo",Goito,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1989,5 DALETAS",self,381.7572145972632,1350.0573180729627,0.0,Connecticut Field,1,589.717694662847,heavy
6992,2016-P,1081,600.4923233149151,"Webster, Robert",Swapscott,Massachusetts,United States,Topsfield Fair Weigh-off,1426.5 LaRiviere,1998.5 Jutras,288.51232445244443,546.1749216021415,12.929102287347636,Big Moose,1,272.37851391705897,medium
6993,2016-P,401,1177.7352462391718,"Team, Eichinger",,Upper Austria,Austria,Austrian Weigh-off,1448 Lovse,self,387.96579984958686,1199.6711270792412,0.0,Rouge Vif d’Etampes,1,534.2112858121184,heavy
6994,2016-P,892,761.0908132838745,"Hunt, John",Delevan,New York,United States,Saratoga Giant Pumpkin Fest,1316 Brownell,Open,,795.1834360044509,,Casper,1,345.2247041790592,medium
6997,2015-P,1105,630.6921265302431,"Deck, Rich",Kaukauna,Wisconsin,United States,Mishicot Pumpkin Fest,1750.5 Martin,open,298.40471046758046,686.4661600925438,0.0,Prizewinner,1,286.076903057106,medium
6999,2017-P,156,1445.6179792865053,"Pappas, Edward",Lincoln Park,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,1704 Fleser,1916 Barron,400.8164439,1384.3204339476554,6.676994735689983,Big Max,1,655.7207504605245,heavy
7000,2021-P,487,1010.1243737720552,"Kloch, Kevin",Tulln,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1911 Urena 2017,2226.7 Boonen 2018,340.6392530557315,1028.9862247891997,2.022720758972239,Connecticut Field,1,458.18433494801405,heavy
7001,2021-P,1082,308.0465827,"LaRue, Jack",Loudon,New Hampshire,United States,Deerfield Fair,2200 Geddes,2304 Geddes,0.0,0.0,0.0,Casper,1,139.7274655400584,light
7003,2018-P,826,697.5166866067137,"Stevens, Luke",Redmond,Washington,United States,Skagit Valley Giant Pumpkin Festival,,,300.8277902865589,690.6221300139083,,Atlantic Giant,1,316.3879889113125,medium
7006,2013-P,1254,276.1147725665005,"Ford, Jim / Butler, Kim",Gilroy,California,United States,Elk Grove Giant Pumpkin Festival,,,,0.0,0.0,Champion,1,125.24345191798409,light
7008,2019-P,636,807.9408520653193,"Reinhart, Seth",Winthrop,New York,United States,Saratoga Giant Pumpkin Fest,2261 Wallace,1889 Wallace,324.52990894747074,788.1170928571005,6.974521613266754,Champion,1,366.4755069700123,medium
7009,2021-P,742,666.4876124545355,"DeGrazia, Charlene",Greene,Massachusetts,United States,Topsfield Fair Weigh-off,1889.5 Wallace,self,331.09974838511755,767.6901902433502,0.0,Spirit,1,302.31344910847764,medium
7010,2013-P,1281,246.65306535621,"Ruthruff, Derek",Bellaire,Ohio,United States,Barnesville Pumpkin Festival,,,0.0,0.0,0.0,Connecticut Field,1,111.879857221054,light
7011,2019-P,931,596.9287789042079,"Chlebus, John",The Dalles,Oregon,United States,Washington State Fair,1075 Daletas,,331.68101424363084,,0.0,Cinderella,1,270.76211868071744,medium
7012,2018-P,EXH,1473.1049610690984,"Williams, John",Albany,Oregon,United States,Terminator,1794.5 Daletas,1937 Urena,400.31822534208857,1496.1388012659886,2.984821521134974,Cinderella,1,668.1886255012545,heavy
7014,2015-P,1769,60.33813943037361,"Sprague, Carol",,Nebraska,United States,Harvest Bash,,,148.54125859153754,79.73815352062869,0.0,Autumn Gold,1,27.368897340502027,light
7015,2018-P,1479,240.04813247017785,"wilson, Clyde",Cayuga,Indiana,United States,Wassons Nursery Weigh-off,1175 Beal,Self,212.7461825306134,240.03124220851723,5.804498642315588,Dill's Atlantic,1,108.88391250341292,light
7016,2015-P,282,1327.830574811729,"Lesavage, Mark",Santee,California,United States,Uesugi Farms Weigh-off,,2036 Glaiser,406.0848709236663,1296.0208496837802,0.0,Casper,1,602.2933260900019,heavy
7017,2019-P,1072,467.3823999370285,"Boutain, Jeff",Morrisdale,Pennsylvania,United States,PGPGA Great Pumpkin Weigh-off,729 Gansert,,275.32017502928045,493.0853668433305,0.0,Howden,1,212.00091755223661,light
7018,2018-P,602,854.8508044406041,"Shimkus, Geno",Ipswich,Massachusetts,United States,Woodstock Fair,2363 Holland,1726 Wolf,330.5597721831499,923.2903737849922,0.0,Wolf,1,387.75348608782247,medium
7019,2016-P,233,1348.4931397831317,"Barlow, John",Edinburg,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,2230.5 Wallace,self,385.0414411066921,1278.6660229570036,9.052398224652352,Champion,1,611.6657002605102,heavy
7020,2013-P,EXH,1122.0020444448685,"Cooney, Stephen",Joliet,Illinois,United States,Siegels Cottonwood Farms,1381 Checkon,1421.5 Stelts,356.8357451405589,1034.0637264495144,10.143017233018094,Jack O'Lantern,1,508.9311513438368,heavy
7022,2014-P,1288,385.7151903517838,"Muller, Eda",Granite Bay,California,United States,National Heirloom Exposition,1564 Pingrey,1648 Hawkley,267.3980333882067,446.6030501073768,0.0,Wolf,1,174.95732462204631,light
7023,2017-P,880,667.5424057297241,"Ford, Jim",Bountiful,Utah,United States,Hee Haw Farms,1975 Wallace,2261 Wallace,305.6181302881773,629.7042962293508,0.0,Spirit,1,302.79189489975704,medium
7024,2016-P,814,759.5631727,"Cutrupi, Stefano",Casatenovo,Lombardy,Italy,Festa della zucca di sale,,,330.1211686692713,709.1130611630609,2.9500023401752613,Casper,1,344.5317786313384,medium
7025,2021-P,978,422.1951744052056,"Adams, Gary",,California,United States,Elk Grove Giant Pumpkin Festival,,,250.64333772779935,404.0937271470354,4.012934076691307,Champion,1,191.50435354880602,light
7026,2019-P,1131,429.174981,"Team, Jugendzentrum Berndorf",Riederberg,Lower Austria,Austria,Gartenbauschule Langenlois,1789 Paton,sibb,289.31780552421736,468.08168221496624,0.0,Jack O'Lantern,1,194.670337981752,light
7027,2018-P,863,718.3760892566227,"Kiger, Mark",Hadley,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,1971 Wolf,Open,321.30301683754084,742.6876074443446,0.0,Big Max,1,325.84964707808996,medium
7029,2019-P,1042,523.9970598949773,"Wishnok, Paul & Doreen",Napa,California,United States,Safeway World Championship Pumpkin Weigh-Off,2003 Daletas,Open,0.0,0.0,0.0,Rouge Vif d’Etampes,1,237.68087439188253,medium
7030,2015-P,814,812.2111703033086,"Oppelt, Betsy",Thiensville,Wisconsin,United States,Ryan Norlin Giant Pumpkin Weigh-off,1692 mcMullen,1756 How/Jol,320.1034969928187,,14.257533825774214,Howden,1,368.41248916021834,medium
7031,2013-P,343,1002.0954901758354,"Marshall, Dale",New Stanton,Pennsylvania,United States,PGPGA Great Pumpkin Weigh-off,Checkon 1381,Checkon 1298,348.3237920064265,932.6671937033803,6.181481687929082,Champion,1,454.5424975798375,heavy
7033,2018-P,34,1997.1670224863983,"Lahocki, Cody",,Minnesota,United States,Stillwater Harvestfest,2096 Meier,1810 Werner,441.0283016907748,1888.8079109762195,7.057367559452,Connecticut Field,1,905.8989840636503,heavy
7034,2021-P,72,1820.1522091749723,"Pasmooji, Eveliena",Mt. MOrris,New York,United States,Oakland Nursery Weigh-off,2268 LeBlanc,717 Connolly,413.145957,1683.7363409037175,6.091102321866064,Wolf,1,825.606480864094,heavy
7036,2014-P,1347,349.1594820149747,"Melka, Friedrich",,Other,Austria,Austrian Weigh-off,,,,0.0,0.0,Atlantic Giant,1,158.3759477661364,light
7039,2018-P,639,898.6639549845946,"Gadberry, Dani & Gerry (Team Gadberry)",,Ohio,United States,Oakland Nursery Weigh-off,1561 Reeb,1794 Cotterman,336.2276350670765,858.3753574967552,2.017213554,Casper,1,407.62678066937224,medium
7040,2013-P,572,826.9184197924425,"Zachmeier, Nathan",Port Matilda,Pennsylvania,United States,Roba Family Farms,,,357.5089247071736,789.9785508896101,0.0,Dill's Atlantic,1,375.08357987049357,medium
7046,2020-P,196,1354.633293909154,"Slone, Dwight",Comstock Park,Michigan,United States,Dundees Pumpkin Palooza,2005 Haist,self,391.1382567,1387.5581943084362,,Rouge Vif d’Etampes,1,614.450825050841,heavy
7048,2015-P,EXH,1370.1885973460253,"Tewell, Chris",Waverly,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1844 Rose,1738 Barron,410.0559293798329,1309.1688330333875,0.0,Dill's Atlantic,1,621.5065862473783,heavy
7051,2016-P,1357,330.8754012749974,"Eichinger, Thomas",St. Margarethen,Carinthia,Austria,Austrian Weigh-off,342.8 Joebstl,,0.0,0.0,0.0,Jack O'Lantern,1,150.08243501512862,light
7053,2021-P,375,1123.1549644911242,"Tobeck, Cindy",Eau Claire,Wisconsin,United States,Nekoosa Giant Pumpkin Fest,1501 VanderWieland,2145 McMullen,351.4816843519453,1001.523334711318,9.484857749921652,Prizewinner,1,509.45410665345804,heavy
7054,2020-P,53,1808.8251194898032,"O'Brien, Wayne",Billerica,Massachusetts,United States,Topsfield Fair Weigh-off,1938 Sperry,1339 Graham,412.1383850860766,1739.8018982145104,4.882562666058265,Rouge Vif d’Etampes,1,820.4686035996189,heavy
7056,2018-P,103,1563.6916519785186,"George, Vince",Cumberland,Rhode Island,United States,Ridgefield Weigh-off,2363 Holland,2269 Paton,392.4045181480437,1485.764343375061,12.552298240885586,Jack O'Lantern,1,709.2780238042402,heavy
7057,2014-P,422,1090.5996305940112,"Franzen, Ron",Hoover,Alabama,United States,Farm Yall Festival,1766 Debacco,220 Debacco,,1150.7645493881787,0.0,Dill's Atlantic,1,494.6872676403987,heavy
7060,2015-P,300,1234.7849572291948,"Handy, Steve & Sheri",Delevan,New York,United States,CNY Pumpkinfest,2323 meier,1969 haist,400.9317432597375,1234.076797784861,2.0295008656208866,Cinderella,1,560.0885783195049,heavy
7061,2020-P,1044,363.4168301301461,"Aldrich, Abby",,Colorado,United States,Smith Farms Giant Pumpkin Weigh-off,,,253.0699612667148,455.6108793976541,0.0,Atlantic Giant,1,164.84296681239323,light
7063,2015-P,EXH,527.8429753974821,"Seamons, Jim",Coldwater,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,1865 Harnica,Self,289.65420499110724,513.5776368174598,0.0,Jack O'Lantern,1,239.42535089649468,medium
7064,2016-P,1285,391.02788064875386,"Freshcorn, Neil",pinesdale,Montana,United States,Thanksgiving Point,1478 Jacbus,self,262.52381073032336,371.55782069052646,4.039763111330272,Dill's Atlantic,1,177.36711843922956,light
7065,2018-P,751,740.4376966552696,"Moore, Shirley",LITTLETON,Colorado,United States,Jareds Giant Pumpkin Weigh-off and Festival,,1105 Grande,310.2866471253338,819.6245168126709,0.0,Atlantic Giant,1,335.85661570125706,medium
7066,2015-P,1593,207.53069524035112,"Richardson, Dean",Scotts Bluff,Nebraska,United States,Harvest Bash,,,203.6854535712708,172.4325867711769,14.83762011299097,Jack O'Lantern,1,94.13426311546135,light
7067,2015-P,1651,175.90984854017893,"Minor, Steve",Mosinee,Wisconsin,United States,Oktoberfest,2009 Wallace,Bee,193.6487755859017,167.53054874073845,,Rouge Vif d’Etampes,1,79.79130001903684,light
7068,2016-P,114,1727.8611329368623,"Laub, Ralph",Sumner,Washington,United States,Baumans Farm Giant Pumpkin Weigh-off,2020.5 Werner,1916 Barron,437.5662520800647,1566.183099193555,4.899966477764633,Big Moose,1,783.7439870110973,heavy
7069,2021-P,855,520.7664436478908,"Wallace, Ron & Dick",Prestonsburg,Kentucky,United States,Roberts Family Farms,,,279.79414871989496,480.3768526281152,5.094971084176359,Big Moose,1,236.21549270713408,medium
7070,2015-P,1301,489.6465910597323,"Langley, Brian",Acampo,California,United States,Safeway World Championship Pumpkin Weigh-Off,,,280.8313819086805,501.3926632385552,0.0,Blue Hubbard,1,222.09977653196609,light
7075,2018-P,1353,364.029523600532,"Beres, Mark",Lebanon,Missouri,United States,Republic Pumpkin Daze,,2004 Clementz X Self,0.0,0.0,,Big Moose,1,165.1208796690125,light
7076,2017-P,965,531.3216258088809,"Anderson, Larry",,Wisconsin,United States,Cedarburg Wine and Harvest Festival,1822 Sippel,self,285.28335849796986,533.2614317034486,2.0341618229466905,Cinderella,1,241.00323889390188,medium
7077,2014-P,102,1371.237174325022,"Barker, Ron",,California,United States,Constantly Growing,1985 Miller,self,376.6926080895328,1384.364122616843,5.134614294,Early Giant,1,621.9822123764353,heavy
7078,2019-P,1581,128.32656878956595,"Ellenbecker, Todd & Sequoia",,Colorado,United States,Jareds Giant Pumpkin Weigh-off and Festival,2528 Geddes,Self,,121.49355492816088,4.884406675403864,Wolf,1,58.2079049903968,light
7079,2017-P,1190,448.53654188867125,"Mariarosa, Buffoli",Viarigi,Piedmont,Italy,Sfida degli Zucconi della Brianza,"1111,5 Berard","1297,5 Young",267.7892469203357,432.3597968494913,0.9818299240441428,Rouge Vif d’Etampes,1,203.45258710836617,light
7080,2018-P,819,806.8939257114254,"Holub, Scott",Vancouver,Washington,United States,Washington State Fair,1676.5 Daletas,1381 Chickon,333.1615664768153,792.2079443331901,,Prizewinner,1,366.00062955129687,medium
7081,2019-P,1018,511.1972088575124,"Jaglarz, Mario",Tulln,Lower Austria,Austria,Austrian Weigh-off,Matthias 18,,277.4931367936323,567.9915673444935,0.0,Howden,1,231.87496436009675,medium
7084,2019-P,1557,148.15245432812844,"matteo, tosoni",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,179.83966898457265,153.4083620019336,3.883946657278586,Big Moose,1,67.20076806360444,light
7086,2021-P,259,1377.3695164973858,"Van Horn, Samantha",Wisconsin Rapids,Wisconsin,United States,Nekoosa Giant Pumpkin Fest,2020 1090 Welton-Clementz,2020 1090 Welton-Clementz,394.18591821297343,1342.4717660728593,0.0,Casper,1,624.7637937270822,heavy
7088,2014-P,1649,129.9454773973688,"Marshall, Charity",,Oregon,United States,Terminator,1286 Hester,Open,0.0,0.0,0.0,Early Giant,1,58.9422289836273,light
7089,2016-P,56,1650.1112145362677,"Spady, Roy",,Pennsylvania,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1585.5 Werner,Self,436.39080309046665,1863.643777912088,,Autumn Gold,1,748.4772460239348,heavy
7090,2016-P,EXH,640.7884009592684,"Picknell, Steve",St.Clound,Wisconsin,United States,Stillwater Harvestfest,,,305.1809144564949,663.9555827858211,0.0,Spirit,1,290.6564923679165,medium
7091,2020-P,295,1174.9740962941469,"Kari, Roxanne &",PUEBLO,Colorado,United States,Fort Collins Nursery Weigh-off,1911 Urena,1938 Urena,386.8485896839649,1307.6594954190616,0.0,Atlantic Giant,1,532.9588502862547,heavy
7092,2019-P,74,1678.5592906727773,"Williams, Brian",,Maine,United States,Damariscotta Pumpkinfest and Regatta Weigh-off,2027 Haist,1916 Barron,420.1388564303208,,6.0589493949669055,Prizewinner,1,761.3810657748463,heavy
7093,2015-P,874,756.9640201006682,"Miller, Jenna",Woodinville,Washington,United States,Washington State Fair,1659 miller,sib,299.30416266659773,,19.390011619193945,Blue Hubbard,1,343.3528238055023,medium
7094,2017-P,1490,156.3280854317346,"Sperry, Steve",Somerset,Kentucky,United States,Roberts Family Farms,1146.5 Mudd,Self,186.40737070492028,169.28985279494592,0.0,Blue Hubbard,1,70.90916892715136,light
7098,2016-P,1327,374.92934196944367,"Kolb, Emilee",Salem,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1209 Jones,,0.0,0.0,0.0,Dill's Atlantic,1,170.0649500826039,light
7099,2016-P,450,1028.0146843583486,"Vincent, Gary",Two Rivers,Wisconsin,United States,Mishicot Pumpkin Fest,1177 Clementz,1475 Gorichanaz,357.81727213791504,1047.895988461347,1.9067914264645465,Howden,1,466.29923670747206,heavy
7100,2016-P,1029,599.8727881914955,"Selle, Mike",Deerfield,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,1514.5,,283.3001794001556,567.9726753351667,3.066189889571245,Blue Hubbard,1,272.09749774135685,medium
7101,2014-P,223,1277.7396694291522,"Moody, Hayden",Knoxville,Tennessee,United States,Allardt Pumpkin Festival,1317 Clements,1530 Gehweiler,389.35623295585,,2.9536897695556417,Cinderella,1,579.572492135708,heavy
7102,2018-P,32,1933.939579736379,"Wohlert, Calvin",Walhalla,North Dakota,United States,Stillwater Harvestfest,2004 Vander Wielen 2016,2363 Holland 2017,,1875.9235332883773,1.9781613291478963,Wolf,1,877.2195218517836,heavy
7103,2018-P,1425,323.09403942729153,"Wolf, Andy",Clayton,California,United States,Constantly Growing,,open,242.34056993035983,329.13926111425536,0.0,Autumn Gold,1,146.55287153190403,light
7104,2017-P,330,1284.4805000678666,Cunha Middle School,,Idaho,United States,Central Market Giant Pumpkin Weigh-off,1949 Paton,1649 Connolly,377.42624479973705,1234.720587596198,0.0,Casper,1,582.6300789867837,heavy
7106,2016-P,1395,312.16745508352403,"Peasley, Brandon",Jericho,Vermont,United States,Vermont Growers Weigh-off,1158 Keim,,247.7336210494862,305.6112327792739,0.0,Prizewinner,1,141.59666028624582,light
7107,2016-P,963,619.7141943382919,"Sweet, Ken",Connellsville,Pennsylvania,United States,PGPGA Great Pumpkin Weigh-off,1711.5 Fulk,Self,300.961228,676.2514284247699,0.0,Atlantic Giant,1,281.0974008382945,medium
7108,2018-P,896,767.0821764797106,"Joebstl, Horst",Niederleis,Lower Austria,Austria,Austrian Weigh-off,,,366.0331375063666,953.7274042597448,0.0,Big Max,1,347.9423385937849,medium
7109,2017-P,1175,439.8730662057071,"Conrad, Jean",Wilton,California,United States,Safeway World Championship Pumpkin Weigh-Off,1059.6 Vincent/McGill,1317 Clementz,277.1360014407151,513.8356585691832,0.0,Howden,1,199.5229038463791,light
7111,2019-P,856,631.1600290788818,"Urena, Leonardo",Brownstown,Michigan,United States,Dundees Pumpkin Palooza,1514 Knochel,2157 Daletas,322.39007641911826,717.8988876978514,0.0,Jack O'Lantern,1,286.2891399099482,medium
7112,2013-P,1430,136.44300794360336,"Slone, Dwight",Hillsboro,Oregon,United States,Canyonville Pumpkin Festival,,,190.68231150137893,164.39305763314474,0.0,Spirit,1,61.88945685915493,light
7114,2015-P,EXH,700.5027917138937,"Monroe, Floyd",Fenton,Michigan,United States,Central Great Lakes Weigh-off,942 Kampf,1916 Barron,335.36889359174324,729.3560618909912,0.0,Jack O'Lantern,1,317.74246229908846,medium
7116,2015-P,75,1559.5975262094337,"Grigg, Linda","Enumclaw, WA 98022-9144",Washington,United States,Baumans Farm Giant Pumpkin Weigh-off,1916 Barron,1659 Miller,399.1010871,1638.821129803703,10.04488992538926,Rouge Vif d’Etampes,1,707.4209611083894,heavy
7117,2013-P,EXH,477.4667704900211,"Norholm, Sunny",Puyallup,Washington,United States,Baumans Farm Giant Pumpkin Weigh-off,,,251.2134296179288,450.00150760810976,9.058761939793357,Connecticut Field,1,216.57510736010963,light
7118,2015-P,EXH,757.7552703052189,"Russell, Rob",Northport,Michigan,United States,Central Great Lakes Weigh-off,779 kurilich,1865 Harnica,319.10815352944195,725.9820102476821,0.0,Cinderella,1,343.71172856828485,medium
7120,2017-P,952,608.8799846588992,"Sperry, Steven",Little Valley,New York,United States,Vermont Growers Weigh-off,,,295.97430392294217,616.7678318861895,0.0,Dill's Atlantic,1,276.18309000139936,medium
7122,2017-P,1301,325.3973682,"Hodge, Mikkal",Edgar,Wisconsin,United States,Cedarburg Wine and Harvest Festival,unknown,,260.2484962520669,360.2546244385348,0.0,Prizewinner,1,147.5976430365744,light
7124,2021-P,EXH,423.1598096744846,"Sherwood, Jim",Long Valley,New Jersey,United States,Durham Fair Weigh-Off,,,243.53780006334472,396.4583632425743,11.864411667704816,Big Moose,1,191.94190438986882,light
7125,2019-P,EXH,255.34991247813775,"Schoffnegger, Guenther",Tulln,Lower Austria,Austria,Austrian Weigh-off,Karkos 2018,,207.22109860329115,262.24855273122927,2.9352232494287964,Atlantic Giant,1,115.82467750078345,light
7126,2017-P,192,1526.6838699968555,"Wasielewski, Rick",Bancroft,Wisconsin,United States,Cedarburg Wine and Harvest Festival,2145 McMullen,self,402.0772036268708,1457.8798138578084,,Spirit,1,692.4915899596136,heavy
7127,2015-P,921,774.4482354221121,"Kisamore, Doug",Morgan Hill,California,United States,Elk Grove Giant Pumpkin Festival,,,348.70020924634923,832.4548502827245,0.0,Early Giant,1,351.28352400158667,medium
7130,2014-P,922,656.9789193191161,"Carlson, Nick",Waterbury,Vermont,United States,Topsfield Fair Weigh-off,1545 Hunt 13,852 Horton 13,315.1254368,681.5090964,0.0,Champion,1,298.0003819717965,medium
7131,2016-P,1385,311.12698224706685,"Gerhardt, James",Westmoreland,Kansas,United States,Harvest Bash,,,226.44851902237463,307.4868608888336,3.021457807459289,Blue Hubbard,1,141.12471013141155,light
7132,2013-P,216,1144.3772942773128,"Greely, Nelson",Palmer,Alaska,United States,Alaska Midnight Sun Great Pumpkin Weigh-off,931 Marshall,771 Marshall,382.3240629798144,1218.2300938280328,0.0,Champion,1,519.0803856658349,heavy
