,id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id,weight_kg,weight_class
4508,2014-P,560,924.3708413008392,"Team F.lli, Mori e Guagnetti",Arezzo,Other,Italy,Festa della zucca di sale,1756 lancaster,1799.5 deletas,325.95059547470737,923.6994591591032,3.923660271073148,Champion,1,419.28721864733023,medium
4534,2020-P,EXH,795.0642371675582,"Petricci, Ass. Campanile Petricci",Castelfiorentio,Tuscany,Italy,Campionato dello Zuccone,923.7 Asta,Open,343.1365333593744,910.419377274242,0.0,Connecticut Field,1,360.634777465307,medium
4535,2019-P,783,722.2709116674562,"Reischer, Lena und Melanie",,Lower Austria,Austria,Gartenbauschule Langenlois,1379.6 Matthias,self,320.08456734187246,,0.0,Connecticut Field,1,327.61630736506476,medium
4536,2014-P,1720,61.23210216027816,"Ardenti, Mario",Capriolo,Lombardy,Italy,Festa della zucca di sale,,,138.41682065381406,74.95398780762159,0.0,Wolf,1,27.77439168308489,light
4579,2017-P,1441,215.91656293205185,"Melka, Friedrich",Berndorf,Lower Austria,Austria,Austrian Weigh-off,1714 Lueders 15,,0.0,0.0,0.0,Spirit,1,97.93802561347526,light
4602,2018-P,1651,119.0998319080406,"Matti, Jacopo",Pontedera,Tuscany,Italy,Pesa la Zucca! Foiano,,,179.4722356297124,136.41300340050026,0.0,Casper,1,54.02273095483195,light
4607,2016-P,1208,457.214855405478,"Morucci, Davide",Terricciola,Tuscany,Italy,Campionato dello Zuccone,,,297.7105186150312,471.98684289078426,0.0,Spirit,1,207.38900069308156,light
4622,2020-P,1325,90.6153393682379,"Pastorelli, Bruna",Malonno,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,,Open,154.50437872078194,95.18952219522546,0.0,Jack O'Lantern,1,41.10239301471776,light
4627,2014-P,259,1214.4198677236295,"Cassella, Salvatore",Cavriglia,Other,Italy,Campionato dello Zuccone,1382 Cutrupi,600 Lizzi,369.0843746191516,1112.8624348035903,9.18923732523417,Connecticut Field,1,550.8511366404965,heavy
4628,2015-P,583,1032.4576939649064,"Reischer, Lena und Melanie",,Other,Austria,Austrian Weigh-off,1751 Lovse 14,,372.84570111749537,1098.7348412550482,0.0,Big Moose,1,468.3145503209298,heavy
4642,2014-P,1591,148.68808091162472,"Fumi, Lorenzo",Siena,Other,Italy,Campionato dello Zuccone,952 Bartoli,Open,190.9683272114302,178.0871747454479,0.0,Jack O'Lantern,1,67.44372399686569,light
4650,2015-P,731,901.0648782238952,"Liberatori, Lido",,Other,Italy,Campionato dello Zuccone,1254 Bartoli Ivan,1726 Cutrupi,326.10610650159686,794.8586375504127,8.943576017633816,Big Moose,1,408.7158202433331,medium
4663,2020-P,847,635.2696085911094,"Jaglarz, Mario",,Lower Austria,Austria,Austrian Weigh-off,2138 Biermans,self,305.0785234081452,587.4972956645286,3.840106636273548,Big Max,1,288.1532123000585,medium
4682,2018-P,EXH,869.6922183754011,"Schoeffnegger, Armin",,Lower Austria,Austria,Austrian Weigh-off,1784 Stelts,,0.0,0.0,0.0,Casper,1,394.48543271733496,medium
4692,2019-P,1099,432.9108146826912,"Sartini, Valerio",Pontedera,Tuscany,Italy,Pesa la Zucca! Foiano,,,267.62955248166867,408.61939844665176,7.939394654553815,Big Max,1,196.36488225355126,light
4713,2018-P,1221,452.97192400599664,"Grabmayer, Manfred",Wien,Vienna,Austria,Tharinger Meisterschaft,1100 Kristensen,1916 Barron,278.48587964988,452.260734097424,0.0,Early Giant,1,205.46444095372803,light
4714,2016-P,1623,75.57048117446497,"Markl, Michael",St. Michael,Carinthia,Austria,Austrian Weigh-off,274 Joebstl,,0.0,0.0,0.0,Prizewinner,1,34.27816569688792,light
4716,2018-P,487,1074.532086743117,"Nassi-Pisani, Elena-Francesco",Poggiridenti,Lombardy,Italy,Festa della zucca di sale,2145macmullen,1642.5 sperry,388.97575667859087,1099.0239823095865,0.0,Prizewinner,1,487.39915828998386,heavy
4737,2019-P,465,1053.2110324223434,"Asta, Carmelo",Goito,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,Cutrupi 2166,Self,387.6557855758162,,3.9187985212016825,Atlantic Giant,1,477.72809861851556,heavy
4747,2016-P,546,1082.896095166805,"Buffoli, Tarcisio",Umbertide,Umbria,Italy,Pesa la Zucca! Foiano,,,386.5050479131019,1104.3203683358656,0.0,Champion,1,491.19300559890144,heavy
4768,2013-P,176,1250.322022655266,"Cristini, Team Attilio e Giacomo",Arezzo,Other,Italy,Festa della zucca di sale,1789 Wallace,Self,397.1138432746004,1367.7129491465264,0.0,Blue Hubbard,1,567.1360669002474,heavy
4790,2016-P,1035,619.6107975962168,"Asta, Carmelo",Garlate,Lombardy,Italy,Festa della zucca di sale,1813 northrup,,295.1598796751568,533.65286279736,16.480814189751857,Prizewinner,1,281.0505009032632,medium
4793,2014-P,1272,391.721505768362,"Bontempi, Emanuela",,Other,Italy,Campionato dello Zuccone,1382 Cutrupi,Open,257.95984110670355,362.4748097772103,4.031588138009186,Jack O'Lantern,1,177.68174124448285,light
4803,2021-P,372,1225.6541358644554,"Dorner, Martin",,Lower Austria,Austria,Retzer Land Weigh-off,1819 Mendi 19,1225.8 Kurzreiter 20,387.3029331969975,1272.4271104806348,0.0,Dill's Atlantic,1,555.94691079503,heavy
4821,2021-P,1268,127.5910011361546,"Milani, Joele",Garlate,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,BUFFOLI anno 2016,BUFFOLI anno 2016,0.0,0.0,0.0,Autumn Gold,1,57.87425738735064,light
4861,2020-P,EXH,459.6359682323073,"Prandi, Giuseppe",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,270.4465608603801,470.3990383806816,0.0,Early Giant,1,208.48719810242872,light
4868,2020-P,850,635.0662495889825,"Team, Jugendzentrum Berndorf",Buers,Vorarlberg,Austria,Austrian Weigh-off,685 Assam,self,293.321311667404,632.2808682696941,1.8973041548240204,Howden,1,288.0609702835657,medium
4879,2021-P,EXH,643.4250007489226,Team Toellergasse,,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,2139 Skonager 2020,2139 Skonager 2020,315.74695331164645,679.6314363044008,0.0,Rouge Vif d’Etampes,1,291.8524329397053,medium
4886,2021-P,1233,173.6605700319332,"Guttmann, Johann",,Lower Austria,Austria,Austrian Weigh-off,Dorner 20,,183.95247177249152,152.79232951006549,21.16661217266964,Big Moose,1,78.77104528192464,light
4944,2015-P,1705,130.34064602219152,"Ribechini, Alessio",Arezzo,Other,Italy,Festa della zucca di sale,,,167.2981324652426,121.67307907946638,3.0833286380946223,Spirit,1,59.121474310497895,light
4954,2015-P,1308,471.14843886541576,"Langenlois, Gartenbauschule",Gnas,Other,Austria,Austrian Weigh-off,1751 Lovse 14,,280.66489918889573,473.0922857588892,0.0,Cinderella,1,213.70916268184166,light
4983,2019-P,1721,26.8210435352739,"Schoeffnegger, Armin",Berndorf,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,12.16581077925196,light
4998,2015-P,1229,510.2394576780306,"Tosoni, Matteo",Arezzo,Other,Italy,Pesa la Zucca! Foiano,,,286.3178451635141,509.96840527812174,0.0,Autumn Gold,1,231.44053608709325,medium
5004,2018-P,1328,380.0206240259074,"Chiatti, Carla",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,277.17660277174303,438.3285113767147,0.0,Prizewinner,1,172.37431489315938,light
5010,2017-P,1312,299.9903048354696,"Spreafico, Luca",Pontedera,Tuscany,Italy,Pesa la Zucca! Foiano,,,254.08133268469825,293.42202606674886,2.927540502201385,Spirit,1,136.07320235093033,light
5065,2015-P,1358,402.18153620882896,"Nassi-Pisani, Elena-Francesco",Sinalunga,Other,Italy,Festa della zucca di sale,,,0.0,0.0,0.0,Jack O'Lantern,1,182.42632737203513,light
5066,2017-P,1098,456.43764009830426,"Melka, Friedrich",Doerfles,Lower Austria,Austria,OO Landesgartenschau 2017 Kremsmunster,2095 Willemijns,1726 Cutrupi,0.0,0.0,0.0,Howden,1,207.03646204747002,light
5067,2020-P,1277,150.0563941408816,"Morucci, Davide",Bagnolo Mella,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1177,3 GOELL 19",self,188.8725625501509,147.91474450068583,0.0,Big Max,1,68.06437993115077,light
5075,2020-P,1111,306.67068090906673,"Vito, Marino",Radda in Chianti,Tuscany,Italy,Pesa la Zucca! Foiano,,,244.8690669234313,331.0691334799535,0.0,Rouge Vif d’Etampes,1,139.1033674949054,light
5082,2018-P,887,680.7875402223887,"Deri, Matteo",Coccaglio,Lombardy,Italy,Festa della zucca di sale,,,319.2382311298436,730.4606459169158,0.0,Big Max,1,308.79978194455373,medium
5119,2021-P,570,865.7139858470584,"Petrelli, Team",Capriolo,Lombardy,Italy,Sfida degli Zucconi della Brianza,,2183 Mendi,333.17579856843986,791.9977056010453,11.93383981839526,Big Max,1,392.68093826833893,medium
5158,2017-P,900,610.6642963088235,Team Langenlois Gartenbauschule,Gols,Burgenland,Austria,Austrian Weigh-off,1822 Kline,1713 Cutrupi,0.0,0.0,0.0,Rouge Vif d’Etampes,1,276.99243949131187,medium
5166,2021-P,1192,222.62673932341735,"Salvagni, Augusto",Calcio,Lombardy,Italy,Sfida degli Zucconi della Brianza,,,201.4234298920944,220.6897861498085,8.93068191894156,Howden,1,100.98170794318753,light
5169,2013-P,603,701.5582194392998,"Bleimschein, Karl",St. Michael,Carinthia,Austria,Austrian Weigh-off,,,323.6813019913565,838.1898564036665,0.0,Howden,1,318.2211958719109,medium
5193,2013-P,1026,447.4572217835287,"Davide, Moretti",Foiano della Chiana,Other,Italy,Pesa la Zucca! Foiano,,,265.07584459063065,374.5453258296214,12.03698861909342,Early Giant,1,202.96301614323437,light
5213,2021-P,EXH,187.11359856523225,"Markl, Michael",Tulln,Lower Austria,Austria,Austrian Weigh-off,Langheim,,205.20820929575828,178.79089641960712,3.030100380355135,Big Moose,1,84.87323140040083,light
5216,2020-P,EXH,118.05987378749946,"Stefano, Tosi",Semproniano,Tuscany,Italy,Pesa la Zucca! Foiano,,,175.9602102312212,118.64463418950484,0.0,Wolf,1,53.551014271019454,light
5241,2017-P,1339,300.06419094980606,"Melka, Friedrich",St. Michael,Carinthia,Austria,Austrian Weigh-off,Joebstl,,0.0,0.0,,Big Moose,1,136.10671650130442,light
5264,2019-P,1060,446.78418746242994,"Melka, Friedrich",Bad Voeslau,Lower Austria,Austria,Leiserberge Weigh-off,1211 Ailts,1297.5 Young,266.092625578084,434.8873555904301,0.0,Wolf,1,202.65773315945853,light
5277,2017-P,EXH,605.0180844741487,"Ardenti, Mario",Castelfiorentio,Tuscany,Italy,Campionato dello Zuccone,,,296.2860677632951,600.0306342807351,0.0,Casper,1,274.43136297279807,medium
5278,2020-P,1243,182.5199575255923,"Fischer, Cornelia",,Upper Austria,Austria,Austrian Weigh-off,,,199.373311274832,183.7109854766635,1.0230300786580142,Early Giant,1,82.78959257394847,light
5290,2014-P,483,1046.0019802307174,"Aininger, Gerald",,Other,Austria,Austrian Weigh-off,1474 Mathias,,340.407566173421,1101.2619031303434,0.0,Prizewinner,1,474.4581302168116,heavy
5291,2013-P,1230,287.4329155647042,"Teichmann, Erik",Ullrichskirchen,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,130.3772710368253,light
5298,2016-P,DMG,383.53898344176713,"Cutrupi, Stefano",Castelvecchio,Lazio,Italy,Campionato dello Zuccone,,,249.14126949855373,363.1968392556832,5.880727619457955,Cinderella,1,173.97021457731805,light
5317,2017-P,31,1884.575633687297,"Petrelli, Team",Ambra,Tuscany,Italy,Europameisterschaft im Kurbiswiegen,2045 McMullen,sibb,442.9753575456804,1736.8171070493906,2.9594707422909785,Wolf,1,854.8284308354885,heavy
5350,2014-P,995,691.7468424813777,"Melka, Friedrich",Pamhagen,Burgenland,Austria,Austrian Weigh-off,,,310.15780066380006,631.8356646910879,5.030990843446064,Atlantic Giant,1,313.77083377481307,medium
5361,2015-P,1477,314.47732526959226,"Tranfaglia, Antonio",Buja,Other,Italy,Campionato dello Zuccone,1254 Bartoli,Open,247.1094826470131,333.00928893330445,0.0,Big Max,1,142.6443989236849,light
5389,2018-P,EXH,213.16730108081163,"Matti, Jacopo",Bucine,Tuscany,Italy,Pesa la Zucca! Foiano,,,207.10605077526512,178.8803234425369,9.020970423381804,Champion,1,96.6909824318475,light
5408,2014-P,483,1023.3806921062888,"Bauhof Tulln, Team",Pruggern,Other,Austria,Austrian Weigh-off,1474 Mathias,,344.3975967965714,952.5361253080744,0.0,Wolf,1,464.1972948938758,heavy
5422,2018-P,DMG,636.3492462944788,"Topini, Giuseppe",Casatenovo,Lombardy,Italy,Sfida degli Zucconi della Brianza,1864 Wallace,self,,604.995036081205,6.245502914772176,Spirit,1,288.6429273252052,medium
5425,2015-P,926,733.0547297188366,"Aininger, Gerald",Ullrichskirchen,Other,Austria,Austrian Weigh-off,1148.5 Blaimschein 14,,307.15885145090755,747.2267091340417,0.0,Autumn Gold,1,332.50776096262655,medium
5439,2018-P,446,1065.6965666874994,"Gervasoni, Marta",Casatenovo,Lombardy,Italy,Festa della zucca di sale,998.7tosoni,1803holke,349.05958584730445,1103.842356548172,0.0,Dill's Atlantic,1,483.39143707691625,heavy
5455,2016-P,1409,271.7574387155319,"Nittnaus, Wolfgang",Baerndorf,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Prizewinner,1,123.26700014185555,light
5470,2013-P,1377,168.11239359206465,"Boschi, Valerio",,Other,Italy,Campionato dello Zuccone,899 Cutrupi,Open,0.0,,0.0,Blue Hubbard,1,76.25443683421179,light
5485,2020-P,1277,148.2992211851667,"Salvagni, Augusto",Lesmo,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1177,3 GOELL 19",self,193.5867266044649,157.46559050683211,0.0,Champion,1,67.26734033582213,light
5486,2021-P,1242,167.65473801891383,"Puchner, Thomas",St. Margarethen,Carinthia,Austria,Austrian Weigh-off,829.4 Joebstl,self,,174.89537888757533,0.0,Howden,1,76.04684792747516,light
5493,2015-P,731,871.2601475188153,"gregorio, tinteri",Marone,Other,Italy,Campionato dello Zuccone,1254 Bartoli Ivan,1726 Cutrupi,,726.8513093195409,9.284911563419668,Casper,1,395.19663283335444,medium
5516,2018-P,807,696.9346028974788,"Steindl, Josef",Riederberg,Lower Austria,Austria,Austrian Weigh-off,,open,,,0.0,Dill's Atlantic,1,316.12396039747324,medium
5538,2013-P,829,562.4781635576398,"Joebstl, Horst",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Casper,1,255.13559516443698,medium
5548,2014-P,560,933.2525927544924,"Michele, Mori",Capraia e Limite,Other,Italy,Festa della zucca di sale,,1799.5 deletas,344.96442915541473,,4.059071103059794,Jack O'Lantern,1,423.3159100526957,medium
5550,2017-P,1116,453.0318769743254,"Karl Forster, LGS Kremsmuenster",Baerndorf,Lower Austria,Austria,OO Landesgartenschau 2017 Kremsmunster,1714 Lueders,SIBB,0.0,,0.0,Rouge Vif d’Etampes,1,205.49163514053822,light
5554,2014-P,1591,156.4315227684331,"Prandi, Giuseppe",Arezzo,Other,Italy,Campionato dello Zuccone,952 Bartoli,Open,207.4617752961095,186.5181905558111,0.0,Early Giant,1,70.95608727557911,light
5568,2017-P,790,713.3581605887636,"Felappi, Lorenzo",Viarigi,Piedmont,Italy,Pesa la Zucca! Foiano,,,308.08628007204624,696.7697413124617,0.0,Prizewinner,1,323.57355477777844,medium
5572,2018-P,896,659.6763195198617,"Thumfort, Mark",Schiltern,Lower Austria,Austria,Austrian Weigh-off,,,320.8962436580261,839.2171825827559,0.0,Atlantic Giant,1,299.22390112365315,medium
5584,2016-P,771,853.8058676488248,"Gabriele and Sauro, Bartoli",Calcio,Lombardy,Italy,Campionato dello Zuccone,1866 Cutrupi,self,341.28161777449384,893.1607023406789,0.0,Blue Hubbard,1,387.2795111185657,medium
5593,2018-P,691,937.1763258700762,"Puehringer, Beate",,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,2269 Paton,2145 McMullen,344.03907824325904,912.3518422158576,0.0,Cinderella,1,425.0956840040596,medium
5594,2014-P,949,663.7762661341574,"Colzani, Enrico",Arezzo,Other,Italy,Campionato dello Zuccone,829 Cutrupi,1490 Cutrupi,324.59035544840583,726.5285984832061,0.0,Connecticut Field,1,301.0836041083247,medium
5618,2016-P,1424,249.28809628511652,"Tosoni, Matteo",Radda in Chianti,Tuscany,Italy,Pesa la Zucca! Foiano,,,191.00912840686112,157.57780165743455,60.2611337586702,Spirit,1,113.07508617015857,light
5622,2015-P,1702,119.75105927344036,"Moretti, Damiano",,Other,Italy,Campionato dello Zuccone,1254 Bartoli,Open,164.94402279332402,,3.1212050714683715,Early Giant,1,54.31812247795836,light
5629,2020-P,EXH,219.02240828045692,"Topini, Giuseppe",Semproniano,Tuscany,Italy,Pesa la Zucca! Foiano,,,209.34147127879908,182.114678052178,11.225991033526352,Dill's Atlantic,1,99.34681221674902,light
5636,2021-P,949,430.2471522964275,"Daniel, Wonovsky",Tulln,Lower Austria,Austria,Leiserberge Weigh-off,1225.8 Kurzreiter 2020,,291.1813094750735,590.8762381520038,0.0,Big Moose,1,195.15666630444113,light
5637,2020-P,1197,239.64437508604567,"Fellner, Herbert",Riederberg,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,,Big Max,1,108.70077138402962,light
5664,2021-P,EXH,214.5153996913498,"Schoffnegger, Armin",Baerndorf,Lower Austria,Austria,Retzer Land Weigh-off,2021.5 Sperry 20,1965 Jutras 19,207.42321593317104,206.1565447001563,1.008000101454105,Jack O'Lantern,1,97.30246917679874,light
5682,2014-P,1123,515.8277382750694,"Cupertori,",Arezzo,Other,Italy,Festa della zucca di sale,1676 deletas,self,290.3051718431333,527.7446919854452,1.9871813315217268,Wolf,1,233.97533545966525,medium
5719,2018-P,395,1206.8781793672204,"Pogna, Lorena",Rimini,Emilia-Romagna,Italy,Campionato dello Zuccone,2269 Paton,2624 Willemjins,363.1761916360182,1088.0728828768968,8.953692872871317,Big Max,1,547.4302871355362,heavy
5729,2021-P,343,1216.672438277167,"., Francesco",Caiazzo,Campania,Italy,Campionato dello Zuccone,2014 Paton,2183 Mendi,376.212914627546,1198.9764058754376,1.908479795775335,Connecticut Field,1,551.8728846230167,heavy
5738,2018-P,559,1019.7936434380646,"Aininger, Gerald",Tulln,Lower Austria,Austria,Austrian Weigh-off,2090.5 Stelts,2269.4 Paton,345.2531415034976,1148.9917768458563,0.0,Howden,1,462.57023831435856,heavy
5740,2021-P,1242,144.1778937915927,"Puchner, Thomas",Eitweg,Carinthia,Austria,Austrian Weigh-off,829.4 Joebstl,self,196.0631062948776,158.5099373816764,0.0,Jack O'Lantern,1,65.39793920071612,light
5750,2020-P,1115,309.3378326444,"Melka, Friedrich",St. Margarethen,Carinthia,Austria,Austrian Weigh-off,368 Joebstl,,239.2027815685812,293.8703719648542,0.0,Spirit,1,140.31316618483868,light
5768,2013-P,1291,240.47424250104305,"Tosoni, Matteo",,Other,Italy,Campionato dello Zuccone,899 Cutrupi,Open,211.79783209419293,234.45793201273003,0.0,Connecticut Field,1,109.07719260453312,light
5771,2014-P,533,1036.2888979356387,"Jaglarz, Maximilian",,Other,Austria,Austrian Weigh-off,1749 Hanschmann,1222 Wuersching,356.98360767534666,1028.8575357057412,2.011732673736487,Connecticut Field,1,470.05235379242225,heavy
5818,2019-P,881,590.5257508385747,"Hammerl, Joachim",Gr. Gerungs,Lower Austria,Austria,Austrian Weigh-off,2043 Clementz,1527.5 Melka,307.0466832063018,667.5184022085335,0.0,Cinderella,1,267.85775637437075,medium
5839,2021-P,643,780.973848413035,"Klein, Martin",Walpersbach,Lower Austria,Austria,Leiserberge Weigh-off,1396 Melka,1067 Joebstl,344.5426637022257,863.0511407511943,0.0,Wolf,1,354.24348984936535,medium
5846,2020-P,877,577.0148890879016,"Petricci, Ass. Campanile Petricci",Castelfiorentino,Tuscany,Italy,Pesa la Zucca! Foiano,,,309.50530510874245,651.6385529396572,0.0,Atlantic Giant,1,261.7293375711594,medium
5848,2018-P,EXH,682.0589402720495,"Rosati, Loris",Castelfiorentino,Tuscany,Italy,Campionato dello Zuccone,,,302.3721393897215,702.8610969302466,0.0,Casper,1,309.3764788358795,medium
5851,2016-P,500,1119.6532212141758,"Ardenti, Mario",Capua,Campania,Italy,Campionato dello Zuccone,1300 C\P,1150 Cotterman,346.4497345606536,835.3826309515333,28.0335154938977,Big Max,1,507.8657439169804,heavy
5873,2019-P,EXH,557.063500955026,"Roghi, Alberto",Umbertide,Umbria,Italy,Pesa la Zucca! Foiano,,,276.3612214133349,529.0652357618725,2.9259124812304,Atlantic Giant,1,252.67954752519216,medium
5912,2013-P,880,500.3403501814578,"Turmolli, Andrea, Anna and Pato",Pontedera,Other,Italy,Festa della zucca di sale,1025 Bartoli,1610 Cotter,291.7073261816181,472.2055044480503,13.563080852444834,Rouge Vif d’Etampes,1,226.9503801195078,medium
5936,2015-P,23,1845.6178211402355,"Ciancagli, Vasco",Valiano di Montepulciano,Tuscany,Italy,Europameisterschaft im Kurbiswiegen,1726 Cutrupi 14,2323 Meier 14,461.9684624107528,1984.3249175412936,0.0,Spirit,1,837.1574787266417,heavy
5955,2017-P,617,914.0423130786706,"Battista, Gregori",Malonno,Lombardy,Italy,Festa della zucca di sale,,,367.2448058541857,928.6136402981068,0.0,Wolf,1,414.60228087398036,medium
5979,2013-P,EXH,168.20021693126455,"., Fratelli Mori",Arezzo,Other,Italy,Campionato dello Zuccone,899 Cutrupi,Open,0.0,0.0,0.0,Atlantic Giant,1,76.29427279828614,light
6012,2021-P,809,590.7766733292682,"Rodler, Rita",Leitzersdorf,Lower Austria,Austria,Leiserberge Weigh-off,494.9 Grabmayer 2020,1230 Schieder,311.08500036739144,728.7218971537944,0.0,Atlantic Giant,1,267.9715728087694,medium
6015,2018-P,1078,590.9919413077338,"Paleari, Maurizio",Semproniano,Tuscany,Italy,Campionato dello Zuccone,563 Garofano,Open,290.0080242636556,626.3899699764213,1.0105836050679644,Dill's Atlantic,1,268.0692166416576,medium
6016,2019-P,1383,265.60429607481336,"Schoffnegger, Armin",Bad Voeslau,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Connecticut Field,1,120.47598386516674,light
6027,2015-P,1548,257.638347090878,"Bartoli, Ivan",,Other,Italy,Festa della zucca di sale,,,216.13634596918425,229.4647317718872,10.646970076951252,Rouge Vif d’Etampes,1,116.86269313364555,light
6043,2016-P,401,1129.461858522791,"JZB, Rupert Reischer",Buchkirchen,Upper Austria,Austria,Austrian Weigh-off,1448 Lovse,self,400.74716014497056,1192.2376945385104,0.0,Dill's Atlantic,1,512.3148633310699,heavy
6063,2018-P,763,877.165594049093,"emidio, boioni",Coccaglio,Lombardy,Italy,Sfida degli Zucconi della Brianza,1377 Ermacora,self,,968.1717561086532,0.0,Dill's Atlantic,1,397.8752961359162,medium
6102,2013-P,1152,319.72261636218536,"Tarcisio, Buffoli",,Other,Italy,Campionato dello Zuccone,899 Cutrupi,Open,0.0,0.0,0.0,Autumn Gold,1,145.02362100095638,light
6107,2019-P,908,647.9957105665587,"Bilski, Martin",,Lower Austria,Austria,Leiserberge Weigh-off,1080 Melka,,315.3470332518758,646.7352734418425,0.96444049397525,Howden,1,293.9256703473065,medium
6120,2016-P,DMG,682.5946143998826,"Sartini, Gabriele",Castelvecchio,Lazio,Italy,Campionato dello Zuccone,,,296.49710922497934,676.021158766388,0.0,Prizewinner,1,309.6194563348716,medium
6142,2021-P,949,519.6513404927202,"Markl, Michael",Tulln,Lower Austria,Austria,Leiserberge Weigh-off,1225.8 Kurzreiter 2020,sibb,302.98654646938724,608.6312187263196,0.0,Cinderella,1,235.70969083677394,medium
6191,2013-P,842,560.6212216127859,"Segoni, Eligio",Dogliani,Other,Italy,Festa della zucca di sale,1420 Cutrupi,1025 Bartoli,285.0558025327043,509.0024814649944,3.088018647583655,Casper,1,254.29330115378679,medium
6195,2017-P,1409,250.40427436027,"Felappi, Lorenzo",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,242.81765969265123,291.20181253970617,0.0,Early Giant,1,113.58137561562359,light
6199,2019-P,1161,407.67977480301226,"Chiti, Davide",Calcio,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1742,8 Vanheuckelom",Self,249.7581343407295,414.3922903366223,2.004824632370701,Early Giant,1,184.92028441244793,light
6222,2019-P,1567,142.31405021728273,"Piazza, moreno",Rimini,Emilia-Romagna,Italy,Campionato dello Zuccone,165 Wild,Open,0.0,0.0,0.0,Wolf,1,64.5525146661577,light
6225,2017-P,939,616.2095656047331,"Corsini, Sandra",Castelfiorentino,Tuscany,Italy,Festa della zucca di sale,1395.50 Ruedens,1790.50 Wallace,298.2033115243157,727.6189644229729,0.0,Dill's Atlantic,1,279.50772928178213,medium
6302,2015-P,1173,621.1529899819999,"Nittnaus, Wolfgang",Zwillingsdorf,Lower Austria,Austria,Austrian Weigh-off,"1395,5 Lueders 14",self,340.7630080181301,699.6699458859111,0.0,Cinderella,1,281.7500270319153,medium
6307,2018-P,487,1025.7091304160626,"Sanita, Alessandro",goito,Lombardy,Italy,Festa della zucca di sale,2145macmullen,1642.5 sperry,372.2388122725189,1141.8862059656185,0.0,Early Giant,1,465.2534558836827,heavy
6343,2016-P,1257,364.2162761911131,"Ribechini, Alessio",Radda in Chianti,Tuscany,Italy,Pesa la Zucca! Foiano,,,262.6642819864117,372.139897738778,0.0,Rouge Vif d’Etampes,1,165.20558915007936,light
6346,2014-P,1673,119.12695813258551,"Blaimschain, Karl",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Big Moose,1,54.035035193275725,light
6357,2017-P,1116,462.2247523413147,"Dorner, Martin",Retz,Lower Austria,Austria,OO Landesgartenschau 2017 Kremsmunster,1714 Lueders,SIBB,0.0,0.0,0.0,Big Max,1,209.6614498640016,light
6366,2018-P,920,668.3412181806153,"Schoeffneger, Armin",Wien,Lower Austria,Austria,Austrian Weigh-off,1080.9 Melka,,0.0,0.0,0.0,Blue Hubbard,1,303.15422983698164,medium
6393,2014-P,930,616.977590162631,"Mitra, Marco",,Other,Italy,Festa della zucca di sale,,,304.1937416576209,736.6208544042121,0.0,Blue Hubbard,1,279.85609907704816,medium
6458,2013-P,1428,133.06166194804212,"Boeck, Alexander",Ernstbrunn,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Big Moose,1,60.355705366336316,light
6488,2021-P,817,612.8293736094113,"Fellner, Herbert",Enzesfeld,Lower Austria,Austria,Leiserberge Weigh-off,,,314.43324465333626,679.0544247857674,0.0,Early Giant,1,277.97450123424005,medium
6499,2013-P,949,458.2194136208714,"Baimschein, Karl",Pruggern,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Big Max,1,207.8446602631183,light
6504,2014-P,892,698.98529620992,"Bartoli, Ivan&William",Arezzo,Other,Italy,Pesa la Zucca! Foiano,,,326.45091451094186,715.0395773597922,0.0,Casper,1,317.05413847845,medium
6509,2019-P,184,1380.1054413172085,"Mauro, Mori",Garlate,Lombardy,Italy,Sfida degli Zucconi della Brianza,2145 McMullen,1810 Werner,392.2305130578116,1328.2769123129465,5.9984891364782165,Early Giant,1,626.0047873379552,heavy
6580,2013-P,1341,174.60629311080217,"Moretti, Sergio",,Other,Italy,Pesa la Zucca! Foiano,,,195.91672982537935,190.65354115908823,0.0,Wolf,1,79.20001770471498,light
